geo_plz,lat,lon,area,distance,airport_distance
52538,51.01118057888157,5.97171616435135,0.0116302351708449,0.2603433476492739,0.8419786415986548
47559,51.788682069513335,6.017831940698207,0.01001100798579,0.6861951502629741,0.9013188468381765
52525,51.0540069329963,6.088692277164229,0.0157027682612449,0.2778500070121679,0.7174291425818198
52074,50.773761934941525,6.036338292638947,0.004158454054825,0.047524286705385145,0.8932732370420718
52531,50.92688526529872,6.104267037987272,0.0033396354882949,0.1520688949855223,0.7545641338893484
52511,50.97330779071996,6.131064894574309,0.010649397825455,0.2026954647287942,0.7093859438139537
52072,50.82192646274124,6.049711589998922,0.00247395308021,0.057034455298768466,0.8552161449814853
47574,51.69543463688562,6.1236905436498805,0.0150039309158952,0.549437701563022,0.7617153277513399
47533,51.80302086930465,6.124852906240255,0.0127495951076901,0.6026076033218027,0.8234350870268656
52134,50.86389008474397,6.098321614936049,0.0042580890968099,0.08888435330672811,0.791642771870958
52076,50.71519551745179,6.14993941425434,0.0070249192438,0.08997760281804833,0.841692102225698
52064,50.76775789288963,6.078263726625176,0.0002783407219299,0.010095518577262525,0.8629207317818848
41372,51.20483757841111,6.154243375406584,0.0086066787624848,0.2791385462889743,0.6183476903142406
52070,50.79383688041628,6.096225788022005,0.0011699501068849,0.021574516420671916,0.8329332156113177
52066,50.757628042748486,6.1044250365420165,0.0009786257048699,0.027754454210300754,0.8484769737813594
41379,51.26314537693175,6.1644209164459705,0.0078944932066549,0.27623325673675153,0.6031023608535339
52062,50.77707715001463,6.086444792824497,0.0002088957167049,0.002786453163551191,0.8507803605646268
41849,51.11320666549938,6.145095286749944,0.0054492159056,0.30102840003950365,0.6459201072696356
52146,50.82721118814638,6.150709614004918,0.004401988087475,0.08413701778879526,0.769289498831405
47652,51.62109965846283,6.182346194073578,0.0103269850444099,0.46640496229060346,0.6731070981307258
52068,50.77978991439785,6.125916095173674,0.00069129250364,0.04226881779825267,0.8178604719070756
46446,51.85014493488629,6.2484223222795565,0.0104896050092548,0.5391865969722346,0.7651186522699336
52080,50.7879021218215,6.159662388508671,0.001922283371,0.07675963552131952,0.786505678561929
54689,50.06272815581113,6.178045621471363,0.0091938051727498,0.5553432437477226,1.2545907719874783
47551,51.75813454156033,6.206958615051794,0.0079792390834701,0.5096651720741193,0.7314906150187472
52078,50.75705302600248,6.161286184216325,0.0015936676745049,0.07981676113240921,0.8052350836766762
52477,50.86861665001196,6.175508188279305,0.00404153229868,0.1301968855115385,0.724874333426908
